,user,#_messages,#_messages_as_percentage_of_total,mean,time_delta,programming_language
1857,Anibal,234,3.109150309081429e-05,19.5,362 days 10:26:18.043000,python
1858,Anica,8,1.0629573706261297e-06,0.6666666666666666,89 days 00:54:45.857000,python
1859,Aniceto,17,2.2587844125805255e-06,1.4166666666666667,49 days 16:26:08.515000,python
1860,Anicia,84,1.1161052391574362e-05,7.0,308 days 17:00:23.191000,python
1861,Aniel,3,3.9860901398479863e-07,0.25,0 days 00:00:31.042000,python
1862,Aniello,1488,0.00019771007093646013,124.0,55 days 09:17:25.249000,python
1863,Anifa,4,5.314786853130648e-07,0.3333333333333333,333 days 06:06:20.775000,python
1864,Anik,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1865,Anikah,6,7.972180279695973e-07,0.5,0 days 00:12:13.448000,python
1866,Anikka,3,3.9860901398479863e-07,0.25,0 days 00:02:07.376000,python
1867,Anila,2,2.657393426565324e-07,0.16666666666666666,0 days 00:05:34.018000,python
1868,Anilah,26,3.4546114545349214e-06,2.1666666666666665,208 days 15:31:05.076000,python
1869,Anilyah,52,6.909222909069843e-06,4.333333333333333,25 days 14:43:12.528000,python
1870,Anina,18,2.3916540839087917e-06,1.5,275 days 18:29:30.602000,python
1871,Aniol,8,1.0629573706261297e-06,0.6666666666666666,5 days 13:44:23.810000,python
1872,Anir,45,5.97913520977198e-06,3.75,21 days 21:27:51.525000,python
1873,Anirudh,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:04:02.451000,python
1874,Anis,17,2.2587844125805255e-06,1.4166666666666667,90 days 20:31:29.578000,python
1875,Anisa,3,3.9860901398479863e-07,0.25,0 days 00:04:56.135000,python
1876,Anisah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1877,Anish,3,3.9860901398479863e-07,0.25,0 days 00:01:26.789000,python
1878,Anisha,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1879,Anisia,12,1.5944360559391945e-06,1.0,85 days 17:24:59.930000,python
1880,Aniss,52,6.909222909069843e-06,4.333333333333333,0 days 00:53:50.515000,python
1881,Anissa,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:06.470000,python
1882,Anisten,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:04.178000,python
1883,Aniston,8,1.0629573706261297e-06,0.6666666666666666,143 days 07:03:56.105000,python
1884,Anita,25,3.3217417832066552e-06,2.0833333333333335,69 days 12:30:15.966000,python
1885,Aniya,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1886,Aniyla,5,6.643483566413311e-07,0.4166666666666667,0 days 00:03:27.775000,python
1887,Aniylah,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:03.590000,python
1888,Anja,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:21.932000,python
1889,Anjel,3,3.9860901398479863e-07,0.25,0 days 02:11:49.395000,python
1890,Anjelica,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:16.604000,python
1891,Anji,16,2.1259147412522594e-06,1.3333333333333333,189 days 05:27:34.128000,python
1892,Anjie,207,2.7504021964951108e-05,17.25,112 days 03:45:40.965000,python
1893,Anjolaoluwa,24,3.188872111878389e-06,2.0,164 days 06:19:15.478000,python
1894,Anjuli,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1895,Anjum,5,6.643483566413311e-07,0.4166666666666667,0 days 00:03:49.407000,python
1896,Ankor,19,2.5245237552370583e-06,1.5833333333333333,21 days 18:56:42.264000,python
1897,Anmol,17,2.2587844125805255e-06,1.4166666666666667,109 days 17:18:37.972000,python
1898,Anna,5,6.643483566413311e-07,0.4166666666666667,124 days 10:56:38.392000,python
1899,Annabell,28,3.720350797191454e-06,2.3333333333333335,1 days 01:01:29.506000,python
1900,Annabella,29,3.85322046851972e-06,2.4166666666666665,54 days 17:22:17.611000,python
1901,Annabelle,91,1.2091140090872225e-05,7.583333333333333,58 days 22:05:13.458000,python
1902,Annabeth,6,7.972180279695973e-07,0.5,0 days 00:11:22.122000,python
1903,Annaelle,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1904,Annah,103,1.368557614681142e-05,8.583333333333334,129 days 14:28:45.602000,python
1905,Annaiah,61,8.10504995102424e-06,5.083333333333333,210 days 06:24:14.524000,python
1906,Annais,11,1.4615663846109284e-06,0.9166666666666666,26 days 21:21:57.977000,python
1907,Annakate,2,2.657393426565324e-07,0.16666666666666666,0 days 00:04:39.159000,python
1908,Annakatherine,250,3.321741783206655e-05,20.833333333333332,358 days 06:33:46.245000,python
1909,Annalaya,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1910,Annalayah,12,1.5944360559391945e-06,1.0,5 days 15:20:15.771000,python
1911,Annaleah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1912,Annalee,3,3.9860901398479863e-07,0.25,7 days 09:56:05.355000,python
1913,Annaleese,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:05:02.387000,python
1914,Annalei,115,1.5280012202750616e-05,9.583333333333334,6 days 17:44:12.824000,python
1915,Annaleise,27,3.587481125863188e-06,2.25,15 days 02:20:03.232000,python
1916,Annalena,7,9.300876992978635e-07,0.5833333333333334,0 days 00:14:44.534000,python
1917,Annalese,5,6.643483566413311e-07,0.4166666666666667,109 days 03:24:39.081000,python
1918,Annaley,2,2.657393426565324e-07,0.16666666666666666,0 days 00:19:37.646000,python
1919,Annali,5,6.643483566413311e-07,0.4166666666666667,0 days 00:02:58.865000,python
1920,Annalia,31,4.118959811176253e-06,2.5833333333333335,266 days 17:09:40.065000,python
1921,Annaliah,325,4.318264318168652e-05,27.083333333333332,209 days 09:12:41.871000,python
1922,Annalicia,3,3.9860901398479863e-07,0.25,0 days 00:00:42.988000,python
1923,Annalie,19,2.5245237552370583e-06,1.5833333333333333,14 days 06:36:36.614000,python
1924,Annaliese,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1925,Annalina,324,4.304977351035825e-05,27.0,129 days 20:30:43.146000,python
1926,Annalis,171,2.2720713797133525e-05,14.25,10 days 21:49:54.225000,python
1927,Annalise,39,5.181917181802382e-06,3.25,111 days 16:57:26.058000,python
1928,Annalisia,30,3.9860901398479865e-06,2.5,0 days 17:58:12.085000,python
1929,Annaliyah,46,6.112004881100246e-06,3.8333333333333335,290 days 23:07:25.197000,python
1930,Annalucia,12,1.5944360559391945e-06,1.0,0 days 12:04:08.827000,python
1931,Annaly,15,1.9930450699239932e-06,1.25,76 days 05:34:36.760000,python
1932,Annalyn,58,7.70644093703944e-06,4.833333333333333,8 days 15:44:09.881000,python
1933,Annalynn,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1934,Annalynne,421,5.593813162920008e-05,35.083333333333336,119 days 21:53:54.971000,python
1935,Annalyse,34,4.517568825161051e-06,2.8333333333333335,114 days 07:09:49.151000,python
1936,Annamae,10,1.3286967132826622e-06,0.8333333333333334,0 days 16:01:49.049000,python
1937,Annamaria,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1938,Annamarie,5,6.643483566413311e-07,0.4166666666666667,0 days 00:04:38.032000,python
1939,Annamary,3,3.9860901398479863e-07,0.25,0 days 00:02:22.006000,python
1940,Annan,14,1.860175398595727e-06,1.1666666666666667,18 days 00:42:21.607000,python
1941,Annarae,26,3.4546114545349214e-06,2.1666666666666665,68 days 12:11:25.181000,python
1942,Annarose,15,1.9930450699239932e-06,1.25,0 days 02:37:46.124000,python
1943,Annas,3,3.9860901398479863e-07,0.25,0 days 01:01:39.427000,python
1944,Annasophia,13,1.7273057272674607e-06,1.0833333333333333,286 days 07:55:26.208000,python
1945,Annastacia,132,1.753879661533114e-05,11.0,9 days 05:49:45.101000,python
1946,Annastyn,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:08.976000,python
1947,Annayeli,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:24.075000,python
1948,Anneli,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1949,Anneliese,44,5.8462655384437135e-06,3.6666666666666665,0 days 05:46:28.349000,python
1950,Annelise,3,3.9860901398479863e-07,0.25,0 days 00:03:17.362000,python
1951,Annemarie,2,2.657393426565324e-07,0.16666666666666666,0 days 00:06:54.838000,python
1952,Annesophie,111,1.474853351743755e-05,9.25,71 days 14:00:20.366000,python
1953,Annet,31,4.118959811176253e-06,2.5833333333333335,99 days 17:13:13.889000,python
1954,Annetta,7,9.300876992978635e-07,0.5833333333333334,0 days 00:01:36.511000,python
1955,Annette,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:11.725000,python
1956,Anni,4,5.314786853130648e-07,0.3333333333333333,0 days 00:04:23.677000,python
1957,Annia,3,3.9860901398479863e-07,0.25,0 days 00:04:34.387000,python
1958,Annie,4,5.314786853130648e-07,0.3333333333333333,6 days 02:52:34.373000,python
1959,Anniemae,23,3.056002440550123e-06,1.9166666666666667,178 days 18:15:06.315000,python
1960,Annika,52,6.909222909069843e-06,4.333333333333333,26 days 03:05:44.960000,python
1961,Annilee,14,1.860175398595727e-06,1.1666666666666667,20 days 12:21:40.377000,python
1962,Annisa,3,3.9860901398479863e-07,0.25,123 days 13:51:16.547000,python
1963,Anniston,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1964,Annlynn,9,1.1958270419543959e-06,0.75,56 days 06:29:01.479000,python
1965,Annmarie,7,9.300876992978635e-07,0.5833333333333334,92 days 12:35:16.063000,python
1966,Annsley,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1967,Anny,26,3.4546114545349214e-06,2.1666666666666665,7 days 21:04:14.840000,python
1968,Anokhi,4,5.314786853130648e-07,0.3333333333333333,0 days 00:20:32.851000,python
1969,Anola,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1970,Anora,6,7.972180279695973e-07,0.5,97 days 20:01:23.056000,python
1971,Anorah,3,3.9860901398479863e-07,0.25,49 days 00:45:31.029000,python
1972,Anori,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1973,Anouar,16,2.1259147412522594e-06,1.3333333333333333,1 days 00:18:02.887000,python
1974,Anoushka,2,2.657393426565324e-07,0.16666666666666666,0 days 00:02:31.730000,python
1975,Anovia,31,4.118959811176253e-06,2.5833333333333335,195 days 13:01:20.686000,python
1976,Anquan,783,0.00010403695265003245,65.25,60 days 10:11:42.674000,python
1977,Ansar,90,1.195827041954396e-05,7.5,301 days 23:45:31.819000,python
1978,Ansel,16,2.1259147412522594e-06,1.3333333333333333,0 days 00:20:02.680000,python
1979,Anselm,20,2.6573934265653244e-06,1.6666666666666667,97 days 04:13:24.473000,python
1980,Anselmo,3,3.9860901398479863e-07,0.25,13 days 22:23:57.121000,python
1981,Ansh,7,9.300876992978635e-07,0.5833333333333334,33 days 05:40:03.870000,python
1982,Anshi,4,5.314786853130648e-07,0.3333333333333333,0 days 00:08:08.706000,python
1983,Anshul,3,3.9860901398479863e-07,0.25,0 days 01:09:37.335000,python
1984,Anslee,6,7.972180279695973e-07,0.5,0 days 02:16:50.015000,python
1985,Anson,21,2.7902630978935906e-06,1.75,163 days 06:48:42.412000,python
1986,Ansou,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:52.902000,python
1987,Ansoumana,15,1.9930450699239932e-06,1.25,0 days 00:13:09.866000,python
1988,Ansoumane,26,3.4546114545349214e-06,2.1666666666666665,60 days 18:53:44.065000,python
1989,Ansumana,25,3.3217417832066552e-06,2.0833333333333335,43 days 22:05:41.415000,python
1990,Anta,2,2.657393426565324e-07,0.16666666666666666,0 days 00:02:08.909000,python
1991,Antal,5,6.643483566413311e-07,0.4166666666666667,1 days 13:31:16.065000,python
1992,Antavious,4,5.314786853130648e-07,0.3333333333333333,14 days 17:00:29.719000,python
1993,Antero,233,3.095863341948603e-05,19.416666666666668,121 days 00:06:59.591000,python
1994,Anthea,44,5.8462655384437135e-06,3.6666666666666665,106 days 10:43:08.512000,python
1995,Anthonella,12,1.5944360559391945e-06,1.0,0 days 00:28:54.666000,python
1996,Anthoni,2,2.657393426565324e-07,0.16666666666666666,0 days 00:02:53.906000,python
1997,Anthonny,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
1998,Anthony,13,1.7273057272674607e-06,1.0833333333333333,59 days 04:08:15.157000,python
1999,Antioco,14,1.860175398595727e-06,1.1666666666666667,5 days 23:50:51.418000,python
2000,Antoine,10,1.3286967132826622e-06,0.8333333333333334,98 days 16:01:09.041000,python
2001,Antoinette,190,2.524523755237058e-05,15.833333333333334,112 days 22:23:30.623000,python
2002,Antoliano,28,3.720350797191454e-06,2.3333333333333335,2 days 06:04:40.315000,python
2003,Antolin,4,5.314786853130648e-07,0.3333333333333333,3 days 14:37:50.239000,python
2004,Anton,16,2.1259147412522594e-06,1.3333333333333333,26 days 07:18:05.814000,python
2005,Antonel,21,2.7902630978935906e-06,1.75,7 days 22:27:49.293000,python
2006,Antonela,27,3.587481125863188e-06,2.25,3 days 19:04:26.648000,python
2007,Antonella,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2008,Antoni,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2009,Antonia,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2010,Antonie,1458,0.00019372398079661214,121.5,243 days 16:42:37.962000,python
2011,Antonin,108,1.4349924503452752e-05,9.0,9 days 03:16:58.399000,python
2012,Antonina,2,2.657393426565324e-07,0.16666666666666666,0 days 00:04:03.354000,python
2013,Antonino,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:13:59.807000,python
2014,Antonio,47,6.244874552428512e-06,3.9166666666666665,185 days 15:22:55.111000,python
2015,Antonios,156,2.072766872720953e-05,13.0,26 days 17:38:33.164000,python
2016,Antonis,11,1.4615663846109284e-06,0.9166666666666666,3 days 05:41:47.817000,python
2017,Antoniu,6,7.972180279695973e-07,0.5,52 days 22:17:10.726000,python
2018,Antonius,5,6.643483566413311e-07,0.4166666666666667,56 days 01:02:59.404000,python
2019,Antony,5,6.643483566413311e-07,0.4166666666666667,28 days 07:44:21.716000,python
2020,Antrell,10,1.3286967132826622e-06,0.8333333333333334,0 days 14:29:57.837000,python
2021,Antron,16,2.1259147412522594e-06,1.3333333333333333,47 days 02:27:54.362000,python
2022,Antuan,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2023,Antwain,37,4.91617783914585e-06,3.0833333333333335,19 days 23:20:16.571000,python
2024,Antwaun,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2025,Antwoine,9,1.1958270419543959e-06,0.75,0 days 00:14:36.368000,python
2026,Antwon,125,1.6608708916033275e-05,10.416666666666666,83 days 13:52:57.657000,python
2027,Antwuan,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:14.184000,python
2028,Antxoka,8,1.0629573706261297e-06,0.6666666666666666,188 days 23:14:42.578000,python
2029,Anu,3,3.9860901398479863e-07,0.25,0 days 00:02:22.546000,python
2030,Anuar,5,6.643483566413311e-07,0.4166666666666667,296 days 04:35:26.883000,python
2031,Anubis,19,2.5245237552370583e-06,1.5833333333333333,160 days 13:10:00.466000,python
2032,Anuel,40,5.314786853130649e-06,3.3333333333333335,31 days 12:21:40.523000,python
2033,Anuhea,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2034,Anuj,3,3.9860901398479863e-07,0.25,11 days 01:03:06.286000,python
2035,Anuoluwa,2,2.657393426565324e-07,0.16666666666666666,32 days 11:30:32.365000,python
2036,Anuoluwapo,2032,0.00026999117213903694,169.33333333333334,30 days 04:09:56.641000,python
2037,Anuri,6,7.972180279695973e-07,0.5,191 days 10:23:51.225000,python
2038,Anusha,65,8.636528636337304e-06,5.416666666666667,273 days 22:37:46.113000,python
2039,Anushka,518,6.882648974804189e-05,43.166666666666664,95 days 08:54:20.366000,python
2040,Anvay,21,2.7902630978935906e-06,1.75,6 days 00:33:45.028000,python
2041,Anveer,267,3.547620224464708e-05,22.25,88 days 07:27:44.139000,python
2042,Anvik,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2043,Anvith,6,7.972180279695973e-07,0.5,21 days 14:59:09.302000,python
2044,Anwitha,8,1.0629573706261297e-06,0.6666666666666666,64 days 05:53:54.307000,python
2045,Anya,4,5.314786853130648e-07,0.3333333333333333,143 days 14:58:34.939000,python
2046,Anyela,4,5.314786853130648e-07,0.3333333333333333,0 days 00:02:32.331000,python
2047,Anyelin,12,1.5944360559391945e-06,1.0,8 days 23:15:04.899000,python
2048,Anyelis,841,0.00011174339358707189,70.08333333333333,89 days 13:58:26.930000,python
2049,Anyelo,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:34.686000,python
2050,Anyely,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2051,Anyia,10,1.3286967132826622e-06,0.8333333333333334,9 days 00:14:45.543000,python
2052,Anyiah,13,1.7273057272674607e-06,1.0833333333333333,3 days 21:08:39.695000,python
2053,Anylah,21,2.7902630978935906e-06,1.75,0 days 13:20:12.205000,python
2054,Anyra,6,7.972180279695973e-07,0.5,0 days 00:01:26.189000,python
2055,Anysia,203,2.697254327963804e-05,16.916666666666668,16 days 07:20:58.080000,python
2056,Anyssa,10,1.3286967132826622e-06,0.8333333333333334,80 days 15:27:59.432000,python
2057,Anzar,97,1.2888358118841823e-05,8.083333333333334,29 days 03:13:58.443000,python
2058,Anzel,126,1.6741578587361542e-05,10.5,85 days 04:55:54.611000,python
2059,Anzlee,12,1.5944360559391945e-06,1.0,0 days 00:12:42.777000,python
2060,Ao,5,6.643483566413311e-07,0.4166666666666667,0 days 08:14:29.170000,python
2061,Aolani,2,2.657393426565324e-07,0.16666666666666666,10 days 15:08:38.022000,python
2062,Aolanis,113,1.5014272860094083e-05,9.416666666666666,21 days 11:58:37.788000,python
2063,Aomar,15,1.9930450699239932e-06,1.25,206 days 05:01:27.610000,python
2064,Aowyn,59,7.839310608367706e-06,4.916666666666667,55 days 21:32:34.694000,python
2065,Aparicio,3,3.9860901398479863e-07,0.25,0 days 00:02:19.382000,python
2066,Aphrodite,11,1.4615663846109284e-06,0.9166666666666666,1 days 18:11:22.945000,python
2067,Apolinar,78,1.0363834363604765e-05,6.5,71 days 16:44:24.888000,python
2068,Apolinario,80,1.0629573706261298e-05,6.666666666666667,297 days 22:31:57.096000,python
2069,Apolline,30,3.9860901398479865e-06,2.5,20 days 01:55:01.596000,python
2070,Apollos,78,1.0363834363604765e-05,6.5,22 days 13:46:54.366000,python
2071,Apolo,2,2.657393426565324e-07,0.16666666666666666,8 days 10:51:36.397000,python
2072,Apolonia,5,6.643483566413311e-07,0.4166666666666667,0 days 00:31:29.484000,python
2073,Apolonio,3,3.9860901398479863e-07,0.25,40 days 05:48:06.754000,python
2074,Apostol,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2075,Apple,13,1.7273057272674607e-06,1.0833333333333333,0 days 00:11:27.008000,python
2076,April,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
2077,Aproniano,17,2.2587844125805255e-06,1.4166666666666667,17 days 01:36:11.718000,python
2078,Apryl,20,2.6573934265653244e-06,1.6666666666666667,206 days 10:39:39.504000,python
2079,Aqib,11,1.4615663846109284e-06,0.9166666666666666,0 days 00:24:31.054000,python
2080,Aquiles,6,7.972180279695973e-07,0.5,160 days 07:49:04.685000,python
2081,Aquinnah,3528,0.00046876420044612323,294.0,30 days 01:00:23.025000,python
2082,Arabel,26,3.4546114545349214e-06,2.1666666666666665,0 days 00:59:54.745000,python
